2495;2991306.1
2644;1041994.2
2789;519144.6
2808;5912217.8
2915;489237.5
3179;536764.2
3241;416811.6
3299;400629.7
334;3249341.5
3786;345487.0
323;419893.4
3378;1148579.8
351;2149286.0
361;377907.2
3660;325489.6
3728;997892.6
387;809501.2
4215;2485746.5
4638;1806192.5
4765;786250.4
10703;1183155.2
1100;972136.6
112;2284009.9
13404;801480.1
1470;1713532.8
1728;726652.5
2587;2662541.1
2799;1926136.8
2896;782350.4
3074;1829847.9
2031;527519.2
2149;581821.8
2155;1539783.0
2224;143060.9
2349;1402699.6
2701;765102.4
2702;337685.0
308;2094646.1
3090;1089121.9
348;1672909.4
2353;654013.2
2572;2017303.1
2669;344804.4
3060;743268.4
3162;383446.0
3468;278174.7
4278;779980.0
4717;55878.3
5362;415681.9
59;1924197.2
440;1597891.8
4438;938246.0
520;1030142.5
5275;5256325.4
5323;882177.2
5527;940579.0
6789;5338875.1
7815;5558597.4
7970;588538.8
826;2448011.4
11976;652131.3
1322;681311.6
1454;516086.8
1610;2095563.5
1733;409390.7
2209;685725.2
221;716561.7
2210;685725.2
2277;811295.2
2601;426734.2
1007;439882.5
1060;915063.0
1294;384568.3
1337;463588.5
1639;2721401.2
166;54000.0
1777;138394.8
1792;360468.5
1822;291092.6
1995;804356.7
1323;543471.4
1502;287206.6
1799;3427983.7
2205;1735368.0
2274;423765.9
2376;187038.0
2480;579431.8
2673;3462100.0
268;628534.7
2744;1017732.6
4232;320310.3
4313;1154652.8
4314;379701.7
4498;381209.4
4639;718731.3
525;511082.3
7324;958783.4
77;5883788.4
89;1089254.5
904;515836.7
4347;806234.5
4384;185730.0
4459;79344.4
4666;580137.1
4680;956007.7
5203;2933358.4
5277;380259.9
5312;4100325.0
5318;4513076.7
5860;1231220.4
9313;1195123.0
10543;3586181.2
11977;652131.3
13468;806993.1
1356;218887.8
1382;337824.7
13924;1611934.0
1785;177332.7
1875;443184.8
194;475231.3
2168;135744.0
4121;326041.4
4191;785232.9
4290;2337602.7
530;909560.3
10702;1183155.2
1190;732742.3
1311;4036779.8
1468;289887.1
1533;923856.3
1790;439326.1
2105;42535.1
263;3623277.8
2688;7337128.4
2770;1128402.2
4022;191876.1
4202;966364.9
4285;884618.0
436;405837.2
4605;618726.4
4735;523131.8
5247;896973.2
709;116974.1
7855;419999.8
901;578857.8
1059;915063.0
12468;1988326.3
1667;176011.3
1682;596900.9
2008;1386720.5
2484;210867.9
2584;2780319.5
2636;722391.4
2658;177658.2
3152;966972.1
2395;2928211.2
2716;1088049.7
2726;159936.1
3097;143406.8
3236;2377633.5
3304;1209362.2
4000;1040668.1
4559;3572231.6
6798;1874581.9
6978;1367245.1
10046;3775132.7
1177;1563386.4
122;1287447.4
1471;1713532.8
1564;1373648.6
1950;138801.5
2176;1625920.4
2254;600847.7
2643;574437.8
293;1386529.1
209;3087298.8
2125;300083.8
2186;3683027.2
2265;1952018.2
2383;68744.8
239;3290033.2
2984;2034365.8
3119;537706.6
3320;4696677.3
3525;907876.0
